text,topic
<!here> thanks everyone who attended! Some action items:\n\n\u2022 I\u2019ll share the Zoom recording soon for the people who couldn\u2019t make it!\n\u2022 Here\u2019s the spreadsheet we can start to use for collaborating on what to document: <https://docs.google.com/spreadsheets/d/1-NcWJwVeAf2hutURLwd4pRek7ZCwLhV5AVnspYHt91c/edit#gid=0>,
<https://github.com/ohmyzsh/ohmyzsh> is the one I use,
,
Hi everyone.\nI want to set up superset in AWS machine. I have not acquired one yet\nCould someone help me with machine specs i require to set up superset in AWS.\nThanks.,
"Hi guys! I'm new here! (greetings from Spain :kissing: ). I'm scripting an ansible role to install superset, at this moment, it is working well, I can see my service running superset and I am able to connect through the ip and port assined.\n\nMy problem is that when I want to connect to my Clickhouse database, superset says\n```ERROR: Unexpected error occurred, please check your logs for details```\nIn the logs I can see:\n```DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): <http://chdb.pro:8081|chdb.pro:8081>\nDEBUG:urllib3.connectionpool:<http://chdb.pro:8081> ""POST / HTTP/1.1"" 500 None\nUnexpected error Exception\nERROR:superset.views.core:Unexpected error Exception\nINFO:werkzeug:172.17.0.1 - - [09/Oct/2020 13:13:59] ""POST /superset/testconn HTTP/1.1"" 400```\nI've checked, and yes, sqlalchemy-clickhouse is correctly installed and I am trying to connect like this:\n```<clickhouse://test:test@chdb.pro:8081/default>```\nI observed in my clickhouse logs too that superset is sending the request to the server but the db is saying:\n```DB::Exception: default: Authentication failed: password is incorrect or there is no user with such name```\nI've tested the user and password in dbeaver and using clickhouse-client and are working correctly\n\nCan someone help me? is there someone here that had experienced that problem?\nThank you people! :smile: :heart:",
"is superset just a visualization dashboard...i mean i can write SQL queries against DB sources, get the results and visualize those results? just comparing it with Apache kylin which is also an OLAP cube based engine that works on the SQL data to speed up queries...or Apache Druid which does similar but in a different way",
"<@USCL3SULS> you\u2019re correct that Superset has no ingest / compute layer. Superset sits atop your existing databases / data infrastructure and has a minimal + optional caching layer to help with some speedups (e.g. if 1k people in a company are loading the same charts / dashboards, no need to do a roundtrip to your database each time if nothing\u2019s changed!)",
whats the stable superset version that we can rely on?\nI see below error for <http://dockerhub.cisco.com/docker.io/abhioncbr/docker-superset:0.34.0|dockerhub.cisco.com/docker.io/abhioncbr/docker-superset:0.34.0>\nAttributeError\nAttributeError: 'NoneType' object has no attribute 'data',
latest === greatest,
"```#general Hello Guys, issue in connecting to clickhouse db docker, I am getting this error. DEBUG:superset.models.core:Database.get_sqla_engine(). Masked URL: <clickhouse://default:XXXXXXXXXX@127.0.0.1:8123/default>\nsuperset_app             | DEBUG:urllib3.connectionpool:Starting new HTTP connection (1): 127.0.0.1:8123\nsuperset_app             | WARNING:superset.views.core:Unexpected error ConnectionError```\n&gt; Previously installed version using docker image works fine but I wanted to try using docker-compose.  Please help if anyone faced similar issue.",
"Hello, I'm trying to create a 'multi-line chart' using the Covid19 demo data.  However the selections that appear in the Left/Right Axis charts drop down show columns for the example 'Birth Names' table (see attached).  Other charts work fine against this data.  Has anyone ever seen this?  Thanks!",
"Hi everyone. I'm currently working with superset 0.36 and I need to implement a chart table but with pagination from the server-side. Datatables (the library behind the chart table) already support this feature. I tried to modify the backend to support it without success. On the other hand, I tried the same with superset 0.37 using the new API chart/data but it seems the chart table has moved from datatables to react-table, furthermore I already created some custom plugins that I potentially lose if go ahead with 0.37. Any thoughts? Has anyone already achieve this feature? Thanks",
"Hello, Is there any way to check additional database driver installed properly or not? I am trying to connect click-house database. Few docker image like amancevice/superset includes and it worked properly. is there any work is going on for simplifying database connection. Like if database driver properly installed thn that database name should popup in drop down selection like that. this is just suggestion. our objective is to utilize dashboard functionality of superset but anyhow i think most of the new people struggling lot with just installation process and connecting to database driver.  <@UHK31ESN4> <@UH0UPCJVD>",
"Hi, I would like to know are there any APIs to create charts in superset? I have 200 price tables in postgresql, they have identical columns, I want to create a chart for each of them programmatically, is it able to do so in apache superset? Thanks.",
,
"Hello, with docker compose and Ubuntu I'm getting messages that superset_app exits with code 132 and port 8088 does not answer:\n```superset_worker          | INFO:superset.utils.logging_configurator:logging was configured successfully\nsuperset_db              | 2020-09-17 18:29:44.849 UTC [121] LOG:  unexpected EOF on client connection with an open transaction\nsuperset_worker exited with code 132\nsuperset_app             |  * Serving Flask app ""<http://superset.app:create_app()|superset.app:create_app()>"" (lazy loading)\nsuperset_app             |  * Environment: development\nsuperset_app             |  * Debug mode: on\nsuperset_app             |  * Running on <http://0.0.0.0:8088/> (Press CTRL+C to quit)\nsuperset_app             |  * Restarting with stat\nsuperset_app             | INFO:superset.utils.logging_configurator:logging was configured successfully\nsuperset_db              | 2020-09-17 18:29:48.867 UTC [122] LOG:  unexpected EOF on client connection with an open transaction\nsuperset_app exited with code 132\nsuperset_worker          | INFO:superset.utils.logging_configurator:logging was configured successfully\nsuperset_db              | 2020-09-17 18:30:48.478 UTC [125] LOG:  unexpected EOF on client connection with an open transaction\nsuperset_worker exited with code 132\nsuperset_app             |  * Serving Flask app ""<http://superset.app:create_app()|superset.app:create_app()>"" (lazy loading)\nsuperset_app             |  * Environment: development\nsuperset_app             |  * Debug mode: on\nsuperset_app             |  * Running on <http://0.0.0.0:8088/> (Press CTRL+C to quit)\nsuperset_app             |  * Restarting with stat\nsuperset_app             | INFO:superset.utils.logging_configurator:logging was configured successfully\nsuperset_db              | 2020-09-17 18:30:53.134 UTC [127] LOG:  unexpected EOF on client connection with an open transaction\nsuperset_app exited with code 132```\nHow to fix it or at least to get more verbose error messages?",
"I see that the error:\n\n[2020-09-18 13:43:14 +0200] [23723] [ERROR] Error handling request /\nTraceback (most recent call last):\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 55, in handle\n    self.handle_request(listener_name, req, client, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/ggevent.py"", line 143, in handle_request\n    super().handle_request(listener_name, req, sock, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 106, in handle_request\n    respiter = self.wsgi(environ, resp.start_response)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 375, in &lt;lambda&gt;\n    __call__ = lambda x, *a, **kw: x._get_current_object()(*a, **kw)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 306, in _get_current_object\n    return self.__local()\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/flask/globals.py"", line 52, in _find_app\n    raise RuntimeError(_app_ctx_err_msg)\nRuntimeError: Working outside of application context.\n\nThis typically means that you attempted to use functionality that needed\nto interface with the current application object in some way. To solve\nthis, set up an application context with app.app_context().  See the\ndocumentation for more information.\n[2020-09-18 13:43:14 +0200] [23723] [WARNING] Error sending message to statsd\nTraceback (most recent call last):\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 55, in handle\n    self.handle_request(listener_name, req, client, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/ggevent.py"", line 143, in handle_request\n    super().handle_request(listener_name, req, sock, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 106, in handle_request\n    respiter = self.wsgi(environ, resp.start_response)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 375, in &lt;lambda&gt;\n    __call__ = lambda x, *a, **kw: x._get_current_object()(*a, **kw)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 306, in _get_current_object\n    return self.__local()\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/flask/globals.py"", line 52, in _find_app\n    raise RuntimeError(_app_ctx_err_msg)\nRuntimeError: Working outside of application context.\n\nThis typically means that you attempted to use functionality that needed\nto interface with the current application object in some way. To solve\nthis, set up an application context with app.app_context().  See the\ndocumentation for more information.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/instrument/statsd.py"", line 127, in _sock_send\n    self.sock.send(msg)\nConnectionRefusedError: [Errno 111] Connection refused\n[2020-09-18 13:43:14 +0200] [23723] [WARNING] Error sending message to statsd\nTraceback (most recent call last):\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 55, in handle\n    self.handle_request(listener_name, req, client, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/ggevent.py"", line 143, in handle_request\n    super().handle_request(listener_name, req, sock, addr)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/workers/base_async.py"", line 106, in handle_request\n    respiter = self.wsgi(environ, resp.start_response)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 375, in &lt;lambda&gt;\n    __call__ = lambda x, *a, **kw: x._get_current_object()(*a, **kw)\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/werkzeug/local.py"", line 306, in _get_current_object\n    return self.__local()\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/flask/globals.py"", line 52, in _find_app\n    raise RuntimeError(_app_ctx_err_msg)\nRuntimeError: Working outside of application context.\n\nThis typically means that you attempted to use functionality that needed\nto interface with the current application object in some way. To solve\nthis, set up an application context with app.app_context().  See the\ndocumentation for more information.\n\nDuring handling of the above exception, another exception occurred:\n\nTraceback (most recent call last):\n  File ""/opt/superset/vsuperset/lib/python3.6/site-packages/gunicorn/instrument/statsd.py"", line 127, in _sock_send\n    self.sock.send(msg)\nConnectionRefusedError: [Errno 111] Connection refused",
